offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,real_label
2000,136,CDMX,0,np00000,<p>,cc,4,True,29,
2000,136,y,5,cc,np00000,z0,1,False,29,
2000,136,23,7,z0,cc,nc0p000,2,False,29,
2000,136,ciudades,10,nc0p000,z0,rg,8,False,29,
2000,136,más,19,rg,nc0p000,sp000,3,False,29,
2000,136,a,14,sp000,rg,np00000,1,False,29,
2000,136,Amsterdam,25,np00000,sp000,fg,9,False,29,
2000,136,–,35,fg,np00000,zm,1,False,29,
2000,136,$,37,zm,fg,z0,1,False,29,
2000,136,"14,376",38,z0,zm,fp,6,False,29,
2000,136,.,44,fp,z0,faa,1,False,29,
2000,136,¡,46,faa,fp,nc0s000,1,False,29,
2000,136,Opción,47,nc0s000,faa,sp000,6,False,29,
2000,136,de,15,sp000,nc0s000,nc0s000,2,False,29,
2000,136,hostal,57,nc0s000,sp000,sp000,6,False,29,
2000,136,desde,64,sp000,nc0s000,z0,5,False,29,
2000,136,583,70,z0,sp000,nc0p000,3,False,29,
2000,136,pesos,74,nc0p000,z0,da0000,5,False,29,
2000,136,la,80,da0000,nc0p000,nc0s000,2,False,29,
2000,136,noche,83,nc0s000,da0000,sp000,5,False,29,
2000,136,con,89,sp000,nc0s000,nc0s000,3,False,29,
2000,136,desayuno,93,nc0s000,sp000,fat,8,False,29,
2000,136,!,101,fat,nc0s000,faa,1,False,29,
2000,136,¡,46,faa,fat,nc0p000,1,False,29,
2000,136,Meses,104,nc0p000,faa,sp000,5,False,29,
2000,136,sin,110,sp000,nc0p000,nc0p000,3,False,29,
2000,136,intereses,114,nc0p000,sp000,aq0000,9,False,29,
2000,136,disponibles,124,aq0000,nc0p000,fat,11,False,29,
2000,136,!,101,fat,aq0000,</p>,1,False,29,
2001,32,CDMX,0,vmis000,<p>,sp000,4,True,7,
2001,32,a,5,sp000,vmis000,np00000,1,False,7,
2001,32,Islas,7,np00000,sp000,np00000,5,False,7,
2001,32,Galápagos,13,np00000,np00000,fg,9,False,7,
2001,32,–,23,fg,np00000,zm,1,False,7,
2001,32,$,25,zm,fg,dn0000,1,False,7,
2001,32,"10,273",26,dn0000,zm,</p>,6,False,7,
2002,26,CDMX,0,vmis000,<p>,sp000,4,True,7,
2002,26,a,5,sp000,vmis000,np00000,1,False,7,
2002,26,Costa,7,np00000,sp000,np00000,5,False,7,
2002,26,Rica,13,np00000,np00000,fg,4,False,7,
2002,26,–,18,fg,np00000,zm,1,False,7,
2002,26,$,20,zm,fg,dn0000,1,False,7,
2002,26,"3,403",21,dn0000,zm,</p>,5,False,7,
2003,30,GDL,0,np00000,<p>,fc,3,True,8,
2003,30,",",3,fc,np00000,np00000,1,False,8,
2003,30,CDMX,5,np00000,fc,sp000,4,True,8,
2003,30,a,10,sp000,np00000,np00000,1,False,8,
2003,30,Shanghai,12,np00000,sp000,fg,8,False,8,
2003,30,–,21,fg,np00000,zm,1,False,8,
2003,30,$,23,zm,fg,z0,1,False,8,
2003,30,"12,499",24,z0,zm,</p>,6,False,8,
2004,80,GDL,0,np00000,<p>,cc,3,True,21,
2004,80,y,4,cc,np00000,np00000,1,False,21,
2004,80,CDMX,6,np00000,cc,sp000,4,True,21,
2004,80,a,11,sp000,np00000,np00000,1,False,21,
2004,80,Osaka,13,np00000,sp000,fc,5,False,21,
2004,80,",",18,fc,np00000,np00000,1,False,21,
2004,80,Japón,20,np00000,fc,fg,5,False,21,
2004,80,–,26,fg,np00000,zm,1,False,21,
2004,80,$,28,zm,fg,z0,1,False,21,
2004,80,"12,947",29,z0,zm,fp,6,False,21,
2004,80,.,35,fp,z0,faa,1,False,21,
2004,80,¡,37,faa,fp,nc0s000,1,False,21,
2004,80,Opción,38,nc0s000,faa,sp000,6,False,21,
2004,80,de,45,sp000,nc0s000,nc0s000,2,False,21,
2004,80,hostal,48,nc0s000,sp000,sp000,6,False,21,
2004,80,desde,55,sp000,nc0s000,z0,5,False,21,
2004,80,493,61,z0,sp000,nc0p000,3,False,21,
2004,80,pesos,65,nc0p000,z0,da0000,5,False,21,
2004,80,la,71,da0000,nc0p000,nc0s000,2,False,21,
2004,80,noche,74,nc0s000,da0000,fat,5,False,21,
2004,80,!,79,fat,nc0s000,</p>,1,False,21,
2005,108,GDL,0,np00000,<p>,cc,3,True,24,
2005,108,y,4,cc,np00000,np00000,1,False,24,
2005,108,CDMX,6,np00000,cc,sp000,4,True,24,
2005,108,a,11,sp000,np00000,np00000,1,False,24,
2005,108,Bangkok,13,np00000,sp000,fc,7,False,24,
2005,108,",",20,fc,np00000,np00000,1,False,24,
2005,108,Tailandia,22,np00000,fc,fg,9,False,24,
2005,108,–,32,fg,np00000,zm,1,False,24,
2005,108,$,34,zm,fg,z0,1,False,24,
2005,108,"14,870",35,z0,zm,fp,6,False,24,
2005,108,.,41,fp,z0,faa,1,False,24,
2005,108,¡,43,faa,fp,nc0s000,1,False,24,
2005,108,Opción,44,nc0s000,faa,sp000,6,False,24,
2005,108,de,51,sp000,nc0s000,nc0s000,2,False,24,
2005,108,hostal,54,nc0s000,sp000,sp000,6,False,24,
2005,108,desde,61,sp000,nc0s000,dn0000,5,False,24,
2005,108,226,67,dn0000,sp000,nc0p000,3,False,24,
2005,108,pesos,71,nc0p000,dn0000,da0000,5,False,24,
2005,108,la,25,da0000,nc0p000,nc0s000,2,False,24,
2005,108,noche,80,nc0s000,da0000,sp000,5,False,24,
2005,108,con,86,sp000,nc0s000,nc0s000,3,False,24,
2005,108,desayuno,90,nc0s000,sp000,aq0000,8,False,24,
2005,108,incluído,99,aq0000,nc0s000,fat,8,False,24,
2005,108,!,107,fat,aq0000,</p>,1,False,24,
2006,85,GDL,0,np00000,<p>,cc,3,True,21,
2006,85,y,4,cc,np00000,np00000,1,False,21,
2006,85,CDMX,6,np00000,cc,sp000,4,True,21,
2006,85,a,11,sp000,np00000,np00000,1,False,21,
2006,85,Manila,13,np00000,sp000,fc,6,False,21,
2006,85,",",19,fc,np00000,np00000,1,False,21,
2006,85,Filipinas,21,np00000,fc,fg,9,False,21,
2006,85,–,31,fg,np00000,zm,1,False,21,
2006,85,$,33,zm,fg,z0,1,False,21,
2006,85,"13,861",34,z0,zm,fp,6,False,21,
2006,85,.,40,fp,z0,faa,1,False,21,
2006,85,¡,42,faa,fp,nc0s000,1,False,21,
2006,85,Opción,43,nc0s000,faa,sp000,6,False,21,
2006,85,de,50,sp000,nc0s000,nc0s000,2,False,21,
2006,85,hostal,53,nc0s000,sp000,sp000,6,False,21,
2006,85,desde,60,sp000,nc0s000,dn0000,5,False,21,
2006,85,198,66,dn0000,sp000,nc0p000,3,False,21,
2006,85,pesos,70,nc0p000,dn0000,da0000,5,False,21,
2006,85,la,17,da0000,nc0p000,nc0s000,2,False,21,
2006,85,noche,79,nc0s000,da0000,fat,5,False,21,
2006,85,!,84,fat,nc0s000,</p>,1,False,21,
2007,36,CDMX,0,np00000,<p>,cc,4,True,9,
2007,36,y,5,cc,np00000,z0,1,False,9,
2007,36,23,7,z0,cc,nc0p000,2,False,9,
2007,36,ciudades,10,nc0p000,z0,sp000,8,False,9,
2007,36,a,14,sp000,nc0p000,np00000,1,False,9,
2007,36,Tokio,21,np00000,sp000,fg,5,False,9,
2007,36,–,27,fg,np00000,zm,1,False,9,
