offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,real_label
800,46,¡,0,faa,<p>,np00000,1,False,14,
800,46,CDMX,1,np00000,faa,fc,4,True,14,
800,46,",",5,fc,np00000,np00000,1,False,14,
800,46,MTY,7,np00000,fc,fc,3,True,14,
800,46,",",5,fc,np00000,np00000,1,False,14,
800,46,GDL,12,np00000,fc,cc,3,True,14,
800,46,y,16,cc,np00000,np00000,1,False,14,
800,46,Silao,18,np00000,cc,sp000,5,False,14,
800,46,a,21,sp000,np00000,np00000,1,False,14,
800,46,Frankfurt,26,np00000,sp000,fg,9,False,14,
800,46,–,36,fg,np00000,zm,1,False,14,
800,46,$,38,zm,fg,dn0000,1,False,14,
800,46,"11,877",39,dn0000,zm,fat,6,False,14,
800,46,!,45,fat,dn0000,</p>,1,False,14,
801,53,¡,0,faa,<p>,di0000,1,False,15,
801,53,Todo,1,di0000,faa,np00000,4,False,15,
801,53,México,6,np00000,di0000,sp000,6,False,15,
801,53,a,13,sp000,np00000,np00000,1,False,15,
801,53,Múnich,15,np00000,sp000,zm,6,False,15,
801,53,$,22,zm,np00000,dn0000,1,False,15,
801,53,"11,798",23,dn0000,zm,fat,6,False,15,
801,53,!,29,fat,dn0000,faa,1,False,15,
801,53,¡,31,faa,fat,sp000,1,False,15,
801,53,Sin,32,sp000,faa,nc0s000,3,False,15,
801,53,escala,36,nc0s000,sp000,sp000,6,False,15,
801,53,en,43,sp000,nc0s000,np00000,2,False,15,
801,53,EE.UU,46,np00000,sp000,fp,5,False,15,
801,53,.,48,fp,np00000,fat,1,False,15,
801,53,!,29,fat,fp,</p>,1,False,15,
802,86,¡,0,faa,<p>,np00000,1,False,22,
802,86,CDMX,1,np00000,faa,sp000,4,True,22,
802,86,a,6,sp000,np00000,np00000,1,False,22,
802,86,Colombia,8,np00000,sp000,zm,8,False,22,
802,86,$,17,zm,np00000,dn0000,1,False,22,
802,86,"2,731",18,dn0000,zm,fat,5,False,22,
802,86,!,23,fat,dn0000,pp000000,1,False,22,
802,86,(,25,pp000000,fat,cc,1,False,22,
802,86,Y,26,cc,pp000000,sp000,1,True,22,
802,86,por,28,sp000,cc,zm,3,False,22,
802,86,$,17,zm,sp000,dn0000,1,False,22,
802,86,668,33,dn0000,zm,vmip000,3,False,22,
802,86,agrega,37,vmip000,dn0000,rg,6,False,22,
802,86,3,21,rg,vmip000,nc0p000,1,False,22,
802,86,noches,46,nc0p000,rg,sp000,6,False,22,
802,86,de,53,sp000,nc0p000,nc0s000,2,False,22,
802,86,hotel,56,nc0s000,sp000,cc,5,False,22,
802,86,y,62,cc,nc0s000,nc0p000,1,False,22,
802,86,desayunos,64,nc0p000,cc,sp000,9,False,22,
802,86,por,28,sp000,nc0p000,nc0s000,3,False,22,
802,86,persona,78,nc0s000,sp000,word,7,False,22,
802,86,),85,word,nc0s000,</p>,1,False,22,
803,61,¡,0,faa,<p>,np00000,1,False,15,
803,61,Europa,1,np00000,faa,sp000,6,False,15,
803,61,en,8,sp000,np00000,nc0s000,2,False,15,
803,61,Año,11,nc0s000,sp000,aq0000,3,False,15,
803,61,Nuevo,15,aq0000,nc0s000,fat,5,False,15,
803,61,!,20,fat,aq0000,np00000,1,False,15,
803,61,CDMX,22,np00000,fat,sp000,4,True,15,
803,61,a,6,sp000,np00000,np00000,1,False,15,
803,61,París,29,np00000,sp000,rg,5,False,15,
803,61,+,35,rg,np00000,np00000,1,False,15,
803,61,Madrid,37,np00000,rg,cc,6,False,15,
803,61,+,35,cc,np00000,nc0s000,1,False,15,
803,61,Venecia,46,nc0s000,cc,zm,7,False,15,
803,61,$,54,zm,nc0s000,z0,1,False,15,
803,61,"13,276",55,z0,zm,</p>,6,False,15,
804,142,¡,0,faa,<p>,np00000,1,False,41,
804,142,CDMX,1,np00000,faa,fc,4,True,41,
804,142,",",5,fc,np00000,np00000,1,False,41,
804,142,GDL,7,np00000,fc,fc,3,True,41,
804,142,",",5,fc,np00000,np00000,1,False,41,
804,142,MTY,12,np00000,fc,fc,3,True,41,
804,142,",",5,fc,np00000,vmn0000,1,False,41,
804,142,VER,17,vmn0000,fc,fc,3,True,41,
804,142,",",5,fc,vmn0000,np00000,1,False,41,
804,142,CUN,22,np00000,fc,fc,3,True,41,
804,142,",",5,fc,np00000,np00000,1,False,41,
804,142,Silao,27,np00000,fc,fc,5,False,41,
804,142,",",5,fc,np00000,np00000,1,False,41,
804,142,QRO,34,np00000,fc,fc,3,True,41,
804,142,",",5,fc,np00000,np00000,1,False,41,
804,142,Culiacán,39,np00000,fc,cc,8,False,41,
804,142,y,48,cc,np00000,rg,1,False,41,
804,142,más,50,rg,cc,sp000,3,False,41,
804,142,a,30,sp000,rg,np00000,1,False,41,
804,142,Toronto,56,np00000,sp000,fg,7,False,41,
804,142,–,64,fg,np00000,zm,1,False,41,
804,142,$,66,zm,fg,dn0000,1,False,41,
804,142,"5,245",67,dn0000,zm,fat,5,False,41,
804,142,!,72,fat,dn0000,np00000,1,False,41,
804,142,Opción,74,np00000,fat,sp000,6,False,41,
804,142,de,81,sp000,np00000,nc0s000,2,False,41,
804,142,hotel,84,nc0s000,sp000,dn0000,5,False,41,
804,142,4,70,dn0000,nc0s000,nc0p000,1,False,41,
804,142,días,92,nc0p000,dn0000,cc,4,False,41,
804,142,y,48,cc,nc0p000,z0,1,False,41,
804,142,3,99,z0,cc,nc0p000,1,False,41,
