offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,real_label
1000,121,¡,0,faa,<p>,np00000,1,FALSE,33,
1000,121,CDMX,1,np00000,faa,fc,4,TRUE,33,
1000,121,",",5,fc,np00000,np00000,1,FALSE,33,
1000,121,MTY,7,np00000,fc,fc,3,TRUE,33,
1000,121,",",5,fc,np00000,np00000,1,FALSE,33,
1000,121,GDL,12,np00000,fc,cc,3,TRUE,33,
1000,121,y,16,cc,np00000,np00000,1,FALSE,33,
1000,121,CUN,18,np00000,cc,sp000,3,TRUE,33,
1000,121,a,22,sp000,np00000,np00000,1,FALSE,33,
1000,121,Praga,24,np00000,sp000,fc,5,FALSE,33,
1000,121,",",5,fc,np00000,np00000,1,FALSE,33,
1000,121,Rep,31,np00000,fc,fp,3,FALSE,33,
1000,121,.,34,fp,np00000,np00000,1,FALSE,33,
1000,121,Checa,36,np00000,fp,fg,5,FALSE,33,
1000,121,–,42,fg,np00000,zm,1,FALSE,33,
1000,121,$,44,zm,fg,z0,1,FALSE,33,
1000,121,"13,880",45,z0,zm,fat,6,FALSE,33,
1000,121,!,51,fat,z0,np00000,1,FALSE,33,
1000,121,Opción,53,np00000,fat,sp000,6,FALSE,33,
1000,121,de,60,sp000,np00000,nc0s000,2,FALSE,33,
1000,121,hostal,63,nc0s000,sp000,sp000,6,FALSE,33,
1000,121,por,70,sp000,nc0s000,nc0s000,3,FALSE,33,
1000,121,persona,74,nc0s000,sp000,fc,7,FALSE,33,
1000,121,",",5,fc,nc0s000,dn0000,1,FALSE,33,
1000,121,4,83,dn0000,fc,nc0p000,1,FALSE,33,
1000,121,estrellas,85,nc0p000,dn0000,fc,9,FALSE,33,
1000,121,",",5,fc,nc0p000,dn0000,1,FALSE,33,
1000,121,5,96,dn0000,fc,nc0p000,1,FALSE,33,
1000,121,noches,98,nc0p000,dn0000,sp000,6,FALSE,33,
1000,121,por,70,sp000,nc0p000,zm,3,FALSE,33,
1000,121,$,44,zm,sp000,dn0000,1,FALSE,33,
1000,121,"1,716",110,dn0000,zm,zm,5,FALSE,33,
1000,121,pesos,116,zm,dn0000,</p>,5,FALSE,33,
1001,44,¡,0,faa,<p>,np00000,1,FALSE,14,
1001,44,CDMX,1,np00000,faa,fc,4,TRUE,14,
1001,44,",",5,fc,np00000,np00000,1,FALSE,14,
1001,44,MTY,7,np00000,fc,fc,3,TRUE,14,
1001,44,",",5,fc,np00000,np00000,1,FALSE,14,
1001,44,GDL,12,np00000,fc,cc,3,TRUE,14,
1001,44,y,16,cc,np00000,np00000,1,FALSE,14,
1001,44,CUN,18,np00000,cc,sp000,3,TRUE,14,
1001,44,a,22,sp000,np00000,np00000,1,FALSE,14,
1001,44,Amsterdam,24,np00000,sp000,fg,9,FALSE,14,
1001,44,–,34,fg,np00000,zm,1,FALSE,14,
1001,44,$,36,zm,fg,z0,1,FALSE,14,
1001,44,"15,739",37,z0,zm,fat,6,FALSE,14,
1001,44,!,43,fat,z0,</p>,1,FALSE,14,
1002,96,¡,0,faa,<p>,np00000,1,FALSE,23,
1002,96,CDMX,1,np00000,faa,sp000,4,TRUE,23,
1002,96,a,6,sp000,np00000,np00000,1,FALSE,23,
1002,96,Barcelona,8,np00000,sp000,fc,9,FALSE,23,
1002,96,",",17,fc,np00000,np00000,1,FALSE,23,
1002,96,España,19,np00000,fc,fg,6,FALSE,23,
1002,96,–,26,fg,np00000,zm,1,FALSE,23,
1002,96,$,28,zm,fg,dn0000,1,FALSE,23,
1002,96,"12,658",29,dn0000,zm,fat,6,FALSE,23,
1002,96,!,35,fat,dn0000,np00000,1,FALSE,23,
1002,96,Opción,37,np00000,fat,sp000,6,FALSE,23,
1002,96,de,44,sp000,np00000,nc0s000,2,FALSE,23,
1002,96,hostal,47,nc0s000,sp000,sp000,6,FALSE,23,
