offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,real_label
2200,36,¡,0,faa,<p>,np00000,1,FALSE,10,
2200,36,CDMX,1,np00000,faa,sp000,4,TRUE,10,
2200,36,a,6,sp000,np00000,np00000,1,FALSE,10,
2200,36,Sydney,8,np00000,sp000,fc,6,FALSE,10,
2200,36,",",14,fc,np00000,np00000,1,FALSE,10,
2200,36,Australia,16,np00000,fc,fat,9,FALSE,10,
2200,36,!,25,fat,np00000,fg,1,FALSE,10,
2200,36,–,27,fg,fat,zm,1,FALSE,10,
2200,36,$,29,zm,fg,z0,1,FALSE,10,
2200,36,"18,312",30,z0,zm,</p>,6,FALSE,10,
2201,22,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2201,22,a,5,sp000,vmis000,np00000,1,FALSE,6,
2201,22,Tokio,7,np00000,sp000,fg,5,FALSE,6,
2201,22,–,13,fg,np00000,zm,1,FALSE,6,
2201,22,$,15,zm,fg,z0,1,FALSE,6,
2201,22,"15,549",16,z0,zm,</p>,6,FALSE,6,
2202,109,CDMX,0,np00000,<p>,cc,4,TRUE,24,
2202,109,y,5,cc,np00000,z0,1,FALSE,24,
2202,109,23,7,z0,cc,nc0p000,2,FALSE,24,
2202,109,ciudades,10,nc0p000,z0,rg,8,FALSE,24,
2202,109,más,19,rg,nc0p000,sp000,3,FALSE,24,
2202,109,a,14,sp000,rg,np00000,1,FALSE,24,
2202,109,Madrid,25,np00000,sp000,fg,6,FALSE,24,
2202,109,–,32,fg,np00000,zm,1,FALSE,24,
2202,109,$,34,zm,fg,z0,1,FALSE,24,
2202,109,"15,564",35,z0,zm,fp,6,FALSE,24,
2202,109,.,41,fp,z0,faa,1,FALSE,24,
2202,109,¡,43,faa,fp,nc0s000,1,FALSE,24,
2202,109,Opción,44,nc0s000,faa,sp000,6,FALSE,24,
2202,109,de,15,sp000,nc0s000,nc0s000,2,FALSE,24,
2202,109,hospedaje,54,nc0s000,sp000,sp000,9,FALSE,24,
2202,109,desde,64,sp000,nc0s000,z0,5,FALSE,24,
2202,109,289,70,z0,sp000,np00000,3,FALSE,24,
2202,109,MXN,74,np00000,z0,da0000,3,TRUE,24,
2202,109,la,78,da0000,np00000,nc0s000,2,FALSE,24,
2202,109,noche,81,nc0s000,da0000,sp000,5,FALSE,24,
2202,109,con,87,sp000,nc0s000,nc0s000,3,FALSE,24,
2202,109,desayuno,91,nc0s000,sp000,aq0000,8,FALSE,24,
2202,109,incluido,100,aq0000,nc0s000,fat,8,FALSE,24,
2202,109,!,108,fat,aq0000,</p>,1,FALSE,24,
2203,36,CDMX,0,vmis000,<p>,sp000,4,TRUE,9,
2203,36,a,5,sp000,vmis000,np00000,1,FALSE,9,
2203,36,Punta,7,np00000,sp000,np00000,5,FALSE,9,
2203,36,Arenas,13,np00000,np00000,fc,6,FALSE,9,
2203,36,",",19,fc,np00000,np00000,1,FALSE,9,
2203,36,Chile,21,np00000,fc,fg,5,FALSE,9,
2203,36,–,27,fg,np00000,zm,1,FALSE,9,
2203,36,$,29,zm,fg,dn0000,1,FALSE,9,
2203,36,"12,794",30,dn0000,zm,</p>,6,FALSE,9,
2204,110,¡,0,faa,<p>,sp000,1,FALSE,28,
2204,110,En,1,sp000,faa,np00000,2,FALSE,28,
2204,110,Semana,4,np00000,sp000,np00000,6,FALSE,28,
2204,110,Santa,11,np00000,np00000,fat,5,FALSE,28,
2204,110,!,16,fat,np00000,np00000,1,FALSE,28,
2204,110,CDMX,18,np00000,fat,cc,4,TRUE,28,
2204,110,y,23,cc,np00000,np00000,1,FALSE,28,
2204,110,GDL,25,np00000,cc,sp000,3,TRUE,28,
2204,110,a,7,sp000,np00000,np00000,1,FALSE,28,
2204,110,Beijing,31,np00000,sp000,fg,7,FALSE,28,
2204,110,–,39,fg,np00000,zm,1,FALSE,28,
2204,110,$,41,zm,fg,z0,1,FALSE,28,
2204,110,"13,292",42,z0,zm,fp,6,FALSE,28,
2204,110,.,48,fp,z0,faa,1,FALSE,28,
2204,110,¡,50,faa,fp,np00000,1,FALSE,28,
2204,110,Opción,51,np00000,faa,sp000,6,FALSE,28,
2204,110,con,58,sp000,np00000,z0,3,FALSE,28,
2204,110,12,62,z0,sp000,nc0p000,2,FALSE,28,
2204,110,noches,65,nc0p000,z0,sp000,6,FALSE,28,
2204,110,de,72,sp000,nc0p000,nc0s000,2,FALSE,28,
2204,110,hospedaje,75,nc0s000,sp000,cc,9,FALSE,28,
2204,110,y,23,cc,nc0s000,nc0p000,1,FALSE,28,
2204,110,vuelos,87,nc0p000,cc,sp000,6,FALSE,28,
2204,110,por,94,sp000,nc0p000,zm,3,FALSE,28,
