offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,real_label
1800,104,CDMX,0,vmis000,<p>,sp000,4,True,24,
1800,104,a,5,sp000,vmis000,np00000,1,False,24,
1800,104,Bangkok,7,np00000,sp000,fc,7,False,24,
1800,104,",",14,fc,np00000,np00000,1,False,24,
1800,104,Tailandia,16,np00000,fc,fg,9,False,24,
1800,104,–,26,fg,np00000,zm,1,False,24,
1800,104,$,28,zm,fg,z0,1,False,24,
1800,104,"12,979",29,z0,zm,fp,6,False,24,
1800,104,.,35,fp,z0,faa,1,False,24,
1800,104,¡,37,faa,fp,np00000,1,False,24,
1800,104,Opción,38,np00000,faa,sp000,6,False,24,
1800,104,con,45,sp000,np00000,z0,3,False,24,
1800,104,11,49,z0,sp000,nc0p000,2,False,24,
1800,104,noches,52,nc0p000,z0,sp000,6,False,24,
1800,104,de,59,sp000,nc0p000,nc0s000,2,False,24,
1800,104,hospedaje,62,nc0s000,sp000,fc,9,False,24,
1800,104,",",14,fc,nc0s000,nc0p000,1,False,24,
1800,104,desayunos,73,nc0p000,fc,cc,9,False,24,
1800,104,y,77,cc,nc0p000,nc0p000,1,False,24,
1800,104,vuelos,85,nc0p000,cc,sp000,6,False,24,
1800,104,por,92,sp000,nc0p000,zm,3,False,24,
1800,104,$,28,zm,sp000,dn0000,1,False,24,
1800,104,"14,987",97,dn0000,zm,fat,6,False,24,
1800,104,!,103,fat,dn0000,</p>,1,False,24,
1801,27,Mazatlán,0,vmif000,<p>,sp000,8,False,6,
1801,27,a,1,sp000,vmif000,np00000,1,False,6,
1801,27,Calgary,11,np00000,sp000,fg,7,False,6,
1801,27,–,19,fg,np00000,zm,1,False,6,
1801,27,$,21,zm,fg,dn0000,1,False,6,
1801,27,"4,067",22,dn0000,zm,</p>,5,False,6,
1802,31,CUN,0,np00000,<p>,cc,3,True,9,
1802,31,y,4,cc,np00000,np00000,1,False,9,
1802,31,CDMX,6,np00000,cc,sp000,4,True,9,
1802,31,a,11,sp000,np00000,da0000,1,False,9,
1802,31,La,13,da0000,sp000,np00000,2,False,9,
1802,31,Habana,16,np00000,da0000,fg,6,False,9,
1802,31,–,23,fg,np00000,zm,1,False,9,
1802,31,$,25,zm,fg,dn0000,1,False,9,
1802,31,"3,889",26,dn0000,zm,</p>,5,False,9,
1803,24,CUN,0,np00000,<p>,sp000,3,True,6,
1803,24,a,4,sp000,np00000,np00000,1,False,6,
1803,24,Ámsterdam,6,np00000,sp000,fg,9,False,6,
1803,24,–,16,fg,np00000,zm,1,False,6,
1803,24,$,18,zm,fg,dn0000,1,False,6,
1803,24,"9,594",19,dn0000,zm,</p>,5,False,6,
1804,35,CDMX,0,np00000,<p>,cc,4,True,9,
1804,35,y,5,cc,np00000,np00000,1,False,9,
1804,35,GDL,7,np00000,cc,sp000,3,True,9,
1804,35,a,11,sp000,np00000,np00000,1,False,9,
1804,35,San,13,np00000,sp000,np00000,3,False,9,
