offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,real_label
1400,64,CDMX,0,vmis000,<p>,sp000,4,TRUE,17,
1400,64,a,5,sp000,vmis000,np00000,1,FALSE,17,
1400,64,NYC,7,np00000,sp000,fg,3,TRUE,17,
1400,64,–,11,fg,np00000,zm,1,FALSE,17,
1400,64,$,13,zm,fg,rg,1,FALSE,17,
1400,64,"3,870",14,rg,zm,fp,5,FALSE,17,
1400,64,.,19,fp,rg,faa,1,FALSE,17,
1400,64,¡,21,faa,fp,nc0s000,1,FALSE,17,
1400,64,Opción,22,nc0s000,faa,sp000,6,FALSE,17,
1400,64,de,29,sp000,nc0s000,nc0s000,2,FALSE,17,
1400,64,hostal,32,nc0s000,sp000,sp000,6,FALSE,17,
1400,64,desde,39,sp000,nc0s000,z0,5,FALSE,17,
1400,64,542,45,z0,sp000,nc0p000,3,FALSE,17,
1400,64,pesos,49,nc0p000,z0,da0000,5,FALSE,17,
1400,64,la,55,da0000,nc0p000,nc0s000,2,FALSE,17,
1400,64,noche,58,nc0s000,da0000,fat,5,FALSE,17,
1400,64,!,63,fat,nc0s000,</p>,1,FALSE,17,
1401,55,¡,0,faa,<p>,sp000,1,FALSE,13,
1401,55,Sin,1,sp000,faa,vmn0000,3,FALSE,13,
1401,55,pasar,5,vmn0000,sp000,np00000,5,FALSE,13,
1401,55,EEUU,11,np00000,vmn0000,fat,4,TRUE,13,
1401,55,!,15,fat,np00000,np00000,1,FALSE,13,
1401,55,Cancún,17,np00000,fat,sp000,6,FALSE,13,
1401,55,a,6,sp000,np00000,np00000,1,FALSE,13,
1401,55,Helsinki,26,np00000,sp000,fc,8,FALSE,13,
1401,55,",",34,fc,np00000,np00000,1,FALSE,13,
1401,55,Finlandia,36,np00000,fc,fg,9,FALSE,13,
1401,55,–,46,fg,np00000,zm,1,FALSE,13,
1401,55,$,48,zm,fg,z0,1,FALSE,13,
1401,55,"12,839",49,z0,zm,</p>,6,FALSE,13,
1402,58,¡,0,faa,<p>,np00000,1,FALSE,15,
1402,58,Mundial,1,np00000,faa,rg,7,FALSE,15,
1402,58,+,9,rg,np00000,np00000,1,FALSE,15,
1402,58,Suiza,11,np00000,rg,fat,5,FALSE,15,
1402,58,!,16,fat,np00000,np00000,1,FALSE,15,
1402,58,CDMX,18,np00000,fat,sp000,4,TRUE,15,
1402,58,a,6,sp000,np00000,np00000,1,FALSE,15,
1402,58,Zurich,25,np00000,sp000,cc,6,FALSE,15,
1402,58,+,9,cc,np00000,np00000,1,FALSE,15,
1402,58,Zurich,25,np00000,cc,sp000,6,FALSE,15,
1402,58,a,6,sp000,np00000,np00000,1,FALSE,15,
1402,58,Moscú,43,np00000,sp000,fg,5,FALSE,15,
1402,58,–,49,fg,np00000,zm,1,FALSE,15,
1402,58,$,51,zm,fg,z0,1,FALSE,15,
1402,58,"18,699",52,z0,zm,</p>,6,FALSE,15,
1403,72,CDMX,0,vmis000,<p>,sp000,4,TRUE,17,
1403,72,a,5,sp000,vmis000,np00000,1,FALSE,17,
1403,72,Atenas,7,np00000,sp000,sp000,6,FALSE,17,
1403,72,con,14,sp000,np00000,nc0s000,3,FALSE,17,
1403,72,escala,18,nc0s000,sp000,aq0000,6,FALSE,17,
1403,72,larga,25,aq0000,nc0s000,sp000,5,FALSE,17,
1403,72,en,9,sp000,aq0000,np00000,2,FALSE,17,
1403,72,NYC,34,np00000,sp000,fg,3,TRUE,17,
1403,72,–,38,fg,np00000,zm,1,FALSE,17,
1403,72,$,40,zm,fg,z0,1,FALSE,17,
1403,72,"13,472",41,z0,zm,fp,6,FALSE,17,
1403,72,.,47,fp,z0,faa,1,FALSE,17,
1403,72,¡,49,faa,fp,nc0s000,1,FALSE,17,
1403,72,Opción,50,nc0s000,faa,sp000,6,FALSE,17,
1403,72,de,57,sp000,nc0s000,nc0s000,2,FALSE,17,
1403,72,hostal,60,nc0s000,sp000,sp000,6,FALSE,17,
1403,72,desde,67,sp000,nc0s000,</p>,5,FALSE,17,
1404,21,GDL,0,np00000,<p>,cc,3,TRUE,6,
1404,21,y,4,cc,np00000,np00000,1,FALSE,6,
1404,21,MTY,6,np00000,cc,sp000,3,TRUE,6,
1404,21,a,10,sp000,np00000,da0000,1,FALSE,6,
1404,21,Los,12,da0000,sp000,np00000,3,FALSE,6,
1404,21,Cabos,16,np00000,da0000,</p>,5,FALSE,6,
1405,22,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
1405,22,a,5,sp000,vmis000,np00000,1,FALSE,6,
1405,22,Suiza,7,np00000,sp000,fg,5,FALSE,6,
1405,22,–,13,fg,np00000,zm,1,FALSE,6,
1405,22,$,15,zm,fg,dn0000,1,FALSE,6,
1405,22,"11,579",16,dn0000,zm,</p>,6,FALSE,6,
1406,86,CDMX,0,vmis000,<p>,sp000,4,TRUE,21,
1406,86,a,5,sp000,vmis000,np00000,1,FALSE,21,
1406,86,Seúl,7,np00000,sp000,fc,4,FALSE,21,
1406,86,",",11,fc,np00000,np00000,1,FALSE,21,
1406,86,Corea,13,np00000,fc,fg,5,FALSE,21,
1406,86,–,19,fg,np00000,zm,1,FALSE,21,
1406,86,$,21,zm,fg,z0,1,FALSE,21,
1406,86,"12,856",22,z0,zm,fp,6,FALSE,21,
1406,86,.,28,fp,z0,faa,1,FALSE,21,
1406,86,¡,30,faa,fp,nc0s000,1,FALSE,21,
1406,86,Opción,31,nc0s000,faa,sp000,6,FALSE,21,
1406,86,de,38,sp000,nc0s000,nc0s000,2,FALSE,21,
1406,86,hostal,41,nc0s000,sp000,sp000,6,FALSE,21,
1406,86,desde,48,sp000,nc0s000,z0,5,FALSE,21,
1406,86,298,54,z0,sp000,nc0p000,3,FALSE,21,
1406,86,pesos,58,nc0p000,z0,da0000,5,FALSE,21,
1406,86,la,64,da0000,nc0p000,nc0s000,2,FALSE,21,
1406,86,noche,67,nc0s000,da0000,sp000,5,FALSE,21,
1406,86,con,73,sp000,nc0s000,nc0s000,3,FALSE,21,
1406,86,desayuno,77,nc0s000,sp000,fat,8,FALSE,21,
1406,86,!,85,fat,nc0s000,</p>,1,FALSE,21,
1407,23,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
1407,23,a,5,sp000,vmis000,np00000,1,FALSE,6,
1407,23,Orlando,7,np00000,sp000,fg,7,FALSE,6,
1407,23,–,15,fg,np00000,zm,1,FALSE,6,
1407,23,$,17,zm,fg,dn0000,1,FALSE,6,
1407,23,"3,233",18,dn0000,zm,</p>,5,FALSE,6,
1408,22,CUN,0,np00000,<p>,sp000,3,TRUE,6,
1408,22,a,4,sp000,np00000,np00000,1,FALSE,6,
1408,22,Chicago,6,np00000,sp000,fg,7,FALSE,6,
1408,22,–,14,fg,np00000,zm,1,FALSE,6,
1408,22,$,16,zm,fg,dn0000,1,FALSE,6,
1408,22,"2,499",17,dn0000,zm,</p>,5,FALSE,6,
1409,23,L,0,np00000,<p>,fp,1,TRUE,9,
1409,23,.,1,fp,np00000,np00000,1,FALSE,9,
1409,23,A,2,np00000,fp,fc,1,TRUE,9,
1409,23,.,1,fc,np00000,sp000,1,FALSE,9,
1409,23,a,5,sp000,fc,np00000,1,FALSE,9,
1409,23,Malasia,7,np00000,sp000,fg,7,FALSE,9,
1409,23,–,15,fg,np00000,zm,1,FALSE,9,
1409,23,$,17,zm,fg,dn0000,1,FALSE,9,
1409,23,"7,870",18,dn0000,zm,</p>,5,FALSE,9,
1410,87,CDMX,0,vmis000,<p>,sp000,4,TRUE,21,
1410,87,a,5,sp000,vmis000,np00000,1,FALSE,21,
1410,87,Tokio,7,np00000,sp000,fc,5,FALSE,21,
1410,87,",",12,fc,np00000,np00000,1,FALSE,21,
1410,87,Japón,14,np00000,fc,fg,5,FALSE,21,
1410,87,–,20,fg,np00000,zm,1,FALSE,21,
1410,87,$,22,zm,fg,z0,1,FALSE,21,
1410,87,"17,023",23,z0,zm,fp,6,FALSE,21,
1410,87,.,29,fp,z0,faa,1,FALSE,21,
1410,87,¡,31,faa,fp,nc0s000,1,FALSE,21,
1410,87,Opción,32,nc0s000,faa,sp000,6,FALSE,21,
1410,87,de,39,sp000,nc0s000,nc0s000,2,FALSE,21,
1410,87,hostal,42,nc0s000,sp000,sp000,6,FALSE,21,
1410,87,desde,49,sp000,nc0s000,z0,5,FALSE,21,
1410,87,444,55,z0,sp000,nc0p000,3,FALSE,21,
1410,87,pesos,59,nc0p000,z0,da0000,5,FALSE,21,
1410,87,la,65,da0000,nc0p000,nc0s000,2,FALSE,21,
1410,87,noche,68,nc0s000,da0000,sp000,5,FALSE,21,
1410,87,con,74,sp000,nc0s000,nc0s000,3,FALSE,21,
1410,87,desayuno,78,nc0s000,sp000,fat,8,FALSE,21,
1410,87,!,86,fat,nc0s000,</p>,1,FALSE,21,
1411,23,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
