offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,real_label
400,93,¡,0,faa,<p>,np00000,1,FALSE,27,n
400,93,GDL,1,np00000,faa,sp000,3,TRUE,27,o
400,93,a,5,sp000,np00000,da0000,1,FALSE,27,s
400,93,Los,7,da0000,sp000,np00000,3,FALSE,27,d
400,93,Cabos,11,np00000,da0000,fg,5,FALSE,27,d
400,93,–,17,fg,np00000,zm,1,FALSE,27,n
400,93,$,19,zm,fg,dn0000,1,FALSE,27,n
400,93,"1,096",20,dn0000,zm,fat,5,FALSE,27,p
400,93,!,25,fat,dn0000,np00000,1,FALSE,27,n
400,93,Opción,27,np00000,fat,sp000,6,FALSE,27,n
400,93,de,34,sp000,np00000,nc0s000,2,FALSE,27,n
400,93,hotel,37,nc0s000,sp000,dn0000,5,FALSE,27,n
400,93,6,24,dn0000,nc0s000,nc0p000,1,FALSE,27,n
400,93,días,45,nc0p000,dn0000,cc,4,FALSE,27,n
400,93,y,50,cc,nc0p000,dn0000,1,FALSE,27,n
400,93,5,52,dn0000,cc,nc0p000,1,FALSE,27,n
400,93,noches,54,nc0p000,dn0000,sp000,6,FALSE,27,n
400,93,por,61,sp000,nc0p000,zm,3,FALSE,27,n
400,93,$,19,zm,sp000,dn0000,1,FALSE,27,n
400,93,"2,624",66,dn0000,zm,np00000,5,FALSE,27,n
400,93,p,28,np00000,dn0000,fh,1,FALSE,27,n
400,93,/,73,fh,np00000,nc0s000,1,FALSE,27,n
400,93,persona,74,nc0s000,fh,pr000000,7,FALSE,27,n
400,93,(,82,pr000000,nc0s000,vaif000,1,FALSE,27,n
400,93,hab,83,vaif000,pr000000,dn0000,3,FALSE,27,n
400,93,doble,87,dn0000,vaif000,word,5,FALSE,27,n
400,93,),92,word,dn0000,</p>,1,FALSE,27,n
401,143,¡,0,faa,<p>,np00000,1,FALSE,37,n
401,143,CUN,1,np00000,faa,sp000,3,TRUE,37,o
401,143,a,5,sp000,np00000,np00000,1,FALSE,37,s
401,143,Bogotá,7,np00000,sp000,fc,6,FALSE,37,d
401,143,",",13,fc,np00000,np00000,1,FALSE,37,d
401,143,Colombia,15,np00000,fc,fg,8,FALSE,37,d
401,143,–,24,fg,np00000,zm,1,FALSE,37,n
401,143,$,26,zm,fg,dn0000,1,FALSE,37,n
401,143,"3,860",27,dn0000,zm,fat,5,FALSE,37,p
401,143,!,32,fat,dn0000,np00000,1,FALSE,37,n
401,143,Opción,34,np00000,fat,sp000,6,FALSE,37,n
401,143,de,41,sp000,np00000,nc0s000,2,FALSE,37,n
401,143,hotel,44,nc0s000,sp000,dn0000,5,FALSE,37,n
401,143,5,50,dn0000,nc0s000,nc0p000,1,FALSE,37,n
401,143,días,52,nc0p000,dn0000,cc,4,FALSE,37,n
401,143,y,57,cc,nc0p000,z0,1,FALSE,37,n
401,143,4,59,z0,cc,nc0p000,1,FALSE,37,n
401,143,noches,61,nc0p000,z0,sp000,6,FALSE,37,n
401,143,por,68,sp000,nc0p000,zm,3,FALSE,37,n
401,143,$,26,zm,sp000,dn0000,1,FALSE,37,n
401,143,858,73,dn0000,zm,np00000,3,FALSE,37,n
401,143,p,35,np00000,dn0000,fh,1,FALSE,37,n
401,143,/,78,fh,np00000,nc0s000,1,FALSE,37,n
401,143,persona,79,nc0s000,fh,sp000,7,FALSE,37,n
