offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,real_label
1600,124,¡,0,faa,<p>,sp000,1,False,29,
1600,124,Desde,1,sp000,faa,di0000,5,False,29,
1600,124,todo,7,di0000,sp000,np00000,4,False,29,
1600,124,México,12,np00000,di0000,fat,6,False,29,
1600,124,!,18,fat,np00000,np00000,1,False,29,
1600,124,CDMX,20,np00000,fat,cc,4,True,29,
1600,124,y,25,cc,np00000,z0,1,False,29,
1600,124,23,27,z0,cc,nc0p000,2,False,29,
1600,124,ciudades,30,nc0p000,z0,rg,8,False,29,
1600,124,más,39,rg,nc0p000,sp000,3,False,29,
1600,124,a,34,sp000,rg,np00000,1,False,29,
1600,124,Seúl,45,np00000,sp000,fc,4,False,29,
1600,124,",",49,fc,np00000,np00000,1,False,29,
1600,124,Corea,51,np00000,fc,fg,5,False,29,
1600,124,–,57,fg,np00000,zm,1,False,29,
1600,124,$,59,zm,fg,z0,1,False,29,
1600,124,"15,677",60,z0,zm,fp,6,False,29,
1600,124,.,66,fp,z0,faa,1,False,29,
1600,124,¡,68,faa,fp,nc0s000,1,False,29,
1600,124,Opción,69,nc0s000,faa,sp000,6,False,29,
1600,124,de,4,sp000,nc0s000,nc0s000,2,False,29,
1600,124,hostal,79,nc0s000,sp000,sp000,6,False,29,
1600,124,desde,86,sp000,nc0s000,dn0000,5,False,29,
1600,124,278,92,dn0000,sp000,zm,3,False,29,
1600,124,pesos,96,zm,dn0000,sp000,5,False,29,
1600,124,con,102,sp000,zm,nc0s000,3,False,29,
1600,124,desayuno,106,nc0s000,sp000,aq0000,8,False,29,
1600,124,incluido,115,aq0000,nc0s000,fat,8,False,29,
1600,124,!,18,fat,aq0000,</p>,1,False,29,
1601,85,Mix,0,np00000,<p>,fd,3,False,25,
1601,85,:,3,fd,np00000,faa,1,False,25,
1601,85,¡,5,faa,fd,nc0s000,1,False,25,
1601,85,Vuelo,6,nc0s000,faa,aq0000,5,False,25,
1601,85,redondo,12,aq0000,nc0s000,rg,7,False,25,
1601,85,+,20,rg,aq0000,dn0000,1,False,25,
1601,85,4,22,dn0000,rg,nc0p000,1,False,25,
1601,85,días,24,nc0p000,dn0000,fc,4,False,25,
1601,85,",",28,fc,nc0p000,rg,1,False,25,
1601,85,3,30,rg,fc,nc0p000,1,False,25,
1601,85,noches,32,nc0p000,rg,sp000,6,False,25,
1601,85,de,39,sp000,nc0p000,nc0s000,2,False,25,
1601,85,hotel,42,nc0s000,sp000,fat,5,False,25,
1601,85,!,47,fat,nc0s000,np00000,1,False,25,
1601,85,CDMX,49,np00000,fat,fc,4,True,25,
1601,85,",",28,fc,np00000,np00000,1,False,25,
1601,85,GDL,55,np00000,fc,cc,3,True,25,
1601,85,y,59,cc,np00000,np00000,1,False,25,
1601,85,MTY,61,np00000,cc,sp000,3,True,25,
1601,85,a,26,sp000,np00000,np00000,1,False,25,
1601,85,Acapulco,67,np00000,sp000,fat,8,False,25,
1601,85,!,47,fat,np00000,fg,1,False,25,
1601,85,–,77,fg,fat,zm,1,False,25,
1601,85,$,79,zm,fg,dn0000,1,False,25,
1601,85,"2,944",80,dn0000,zm,</p>,5,False,25,
1602,40,GDL,0,np00000,<p>,sp000,3,True,9,
1602,40,a,4,sp000,np00000,np00000,1,False,9,
1602,40,Tuxtla,6,np00000,sp000,np00000,6,False,9,
1602,40,Gutiérrez,13,np00000,np00000,fc,9,False,9,
1602,40,",",22,fc,np00000,np00000,1,False,9,
1602,40,Chiapas,24,np00000,fc,fg,7,False,9,
1602,40,–,32,fg,np00000,zm,1,False,9,
1602,40,$,34,zm,fg,dn0000,1,False,9,
1602,40,"1,242",35,dn0000,zm,</p>,5,False,9,
1603,28,Cancún,0,np00000,<p>,sp000,6,False,6,
1603,28,a,1,sp000,np00000,np00000,1,False,6,
1603,28,Manchester,9,np00000,sp000,fg,10,False,6,
1603,28,–,20,fg,np00000,zm,1,False,6,
1603,28,$,22,zm,fg,dn0000,1,False,6,
1603,28,"8,883",23,dn0000,zm,</p>,5,False,6,
1604,46,CDMX,0,np00000,<p>,fc,4,True,14,
1604,46,",",4,fc,np00000,np00000,1,False,14,
1604,46,MTY,6,np00000,fc,fc,3,True,14,
1604,46,",",4,fc,np00000,np00000,1,False,14,
1604,46,GDL,11,np00000,fc,cc,3,True,14,
1604,46,y,15,cc,np00000,np00000,1,False,14,
1604,46,CUN,17,np00000,cc,sp000,3,True,14,
1604,46,a,21,sp000,np00000,np00000,1,False,14,
1604,46,Houston,23,np00000,sp000,fc,7,False,14,
1604,46,",",4,fc,np00000,np00000,1,False,14,
1604,46,Texas,32,np00000,fc,fg,5,False,14,
1604,46,–,38,fg,np00000,zm,1,False,14,
1604,46,$,40,zm,fg,w,1,False,14,
1604,46,"3,465",41,w,zm,</p>,5,False,14,
1605,70,CDMX,0,vmis000,<p>,sp000,4,True,18,
1605,70,a,5,sp000,vmis000,np00000,1,False,18,
1605,70,NYC,7,np00000,sp000,fg,3,True,18,
1605,70,–,11,fg,np00000,zm,1,False,18,
1605,70,$,13,zm,fg,rg,1,False,18,
1605,70,"3,797",14,rg,zm,fp,5,False,18,
1605,70,.,19,fp,rg,faa,1,False,18,
1605,70,¡,21,faa,fp,np00000,1,False,18,
1605,70,Disponible,22,np00000,faa,sp000,10,False,18,
1605,70,en,33,sp000,np00000,np00000,2,False,18,
1605,70,navidad,36,np00000,sp000,fc,7,False,18,
1605,70,",",15,fc,np00000,nc0s000,1,False,18,
1605,70,año,45,nc0s000,fc,aq0000,3,False,18,
1605,70,nuevo,49,aq0000,nc0s000,cc,5,False,18,
1605,70,y,55,cc,aq0000,nc0s000,1,False,18,
1605,70,semana,57,nc0s000,cc,aq0000,6,False,18,
1605,70,santa,64,aq0000,nc0s000,fat,5,False,18,
1605,70,!,69,fat,aq0000,</p>,1,False,18,
1606,56,Mix,0,np00000,<p>,fd,3,False,17,
1606,56,:,3,fd,np00000,nc0s000,1,False,17,
1606,56,Vuelo,5,nc0s000,fd,cc,5,False,17,
1606,56,+,11,cc,nc0s000,np00000,1,False,17,
1606,56,Hotel,13,np00000,cc,fc,5,False,17,
1606,56,.,18,fc,np00000,np00000,1,False,17,
1606,56,CDMX,20,np00000,fc,fc,4,True,17,
1606,56,",",24,fc,np00000,np00000,1,False,17,
1606,56,MTY,26,np00000,fc,cc,3,True,17,
1606,56,y,30,cc,np00000,np00000,1,False,17,
1606,56,GDL,32,np00000,cc,sp000,3,True,17,
1606,56,a,36,sp000,np00000,da0000,1,False,17,
1606,56,Las,38,da0000,sp000,np00000,3,False,17,
1606,56,Vegas,42,np00000,da0000,fg,5,False,17,
1606,56,–,48,fg,np00000,zm,1,False,17,
1606,56,$,50,zm,fg,dn0000,1,False,17,
1606,56,"4,518",51,dn0000,zm,</p>,5,False,17,
1607,65,CDMX,0,np00000,<p>,cc,4,True,14,
1607,65,y,5,cc,np00000,z0,1,False,14,
1607,65,23,7,z0,cc,nc0p000,2,False,14,
1607,65,ciudades,10,nc0p000,z0,rg,8,False,14,
1607,65,más,19,rg,nc0p000,sp000,3,False,14,
1607,65,a,14,sp000,rg,np00000,1,False,14,
1607,65,Montreal,25,np00000,sp000,cc,8,False,14,
1607,65,+,34,cc,np00000,np00000,1,False,14,
1607,65,Montreal,25,np00000,cc,sp000,8,False,14,
1607,65,a,14,sp000,np00000,np00000,1,False,14,
1607,65,Islandia,47,np00000,sp000,fg,8,False,14,
1607,65,–,56,fg,np00000,zm,1,False,14,
1607,65,$,58,zm,fg,dn0000,1,False,14,
1607,65,"11,655",59,dn0000,zm,</p>,6,False,14,
1608,27,CDMX,0,vmis000,<p>,sp000,4,True,7,
1608,27,a,5,sp000,vmis000,np00000,1,False,7,
1608,27,Santa,7,np00000,sp000,np00000,5,False,7,
1608,27,Marta,13,np00000,np00000,fg,5,False,7,
1608,27,–,19,fg,np00000,zm,1,False,7,
1608,27,$,21,zm,fg,dn0000,1,False,7,
1608,27,"2,863",22,dn0000,zm,</p>,5,False,7,
1609,34,CDMX,0,vmis000,<p>,sp000,4,True,7,
1609,34,a,5,sp000,vmis000,np00000,1,False,7,
1609,34,Ixtapa,7,np00000,sp000,np00000,6,False,7,
1609,34,Zihuatanejo,14,np00000,np00000,fg,11,False,7,
1609,34,–,26,fg,np00000,zm,1,False,7,
1609,34,$,28,zm,fg,dn0000,1,False,7,
1609,34,"1,497",29,dn0000,zm,</p>,5,False,7,
1610,31,CDMX,0,vmis000,<p>,sp000,4,True,8,
1610,31,a,5,sp000,vmis000,np00000,1,False,8,
1610,31,Isla,7,np00000,sp000,np00000,4,False,8,
1610,31,San,12,np00000,np00000,np00000,3,False,8,
1610,31,Andrés,16,np00000,np00000,fg,6,False,8,
1610,31,–,23,fg,np00000,zm,1,False,8,
1610,31,$,25,zm,fg,dn0000,1,False,8,
1610,31,"3,026",26,dn0000,zm,</p>,5,False,8,
1611,26,MTY,0,pn000000,<p>,sp000,3,True,8,
1611,26,a,4,sp000,pn000000,np00000,1,False,8,
1611,26,St,6,np00000,sp000,fp,2,False,8,
1611,26,.,8,fp,np00000,np00000,1,False,8,
1611,26,Maarten,10,np00000,fp,fg,7,False,8,
1611,26,–,18,fg,np00000,zm,1,False,8,
1611,26,$,20,zm,fg,dn0000,1,False,8,
1611,26,"6,017",21,dn0000,zm,</p>,5,False,8,
1612,22,CDMX,0,vmis000,<p>,sp000,4,True,6,
1612,22,a,5,sp000,vmis000,np00000,1,False,6,
1612,22,Tokyo,7,np00000,sp000,fg,5,False,6,
1612,22,–,13,fg,np00000,zm,1,False,6,
1612,22,$,15,zm,fg,z0,1,False,6,
1612,22,"14,785",16,z0,zm,</p>,6,False,6,
1613,21,CDMX,0,vmis000,<p>,sp000,4,True,6,
1613,21,a,5,sp000,vmis000,np00000,1,False,6,
1613,21,Cuzco,7,np00000,sp000,fg,5,False,6,
1613,21,–,13,fg,np00000,zm,1,False,6,
1613,21,$,15,zm,fg,z0,1,False,6,
1613,21,"4,792",16,z0,zm,</p>,5,False,6,
1614,21,CDMX,0,vmis000,<p>,sp000,4,True,6,
1614,21,a,5,sp000,vmis000,np00000,1,False,6,
1614,21,China,7,np00000,sp000,fg,5,False,6,
1614,21,–,13,fg,np00000,zm,1,False,6,
1614,21,$,15,zm,fg,dn0000,1,False,6,
1614,21,"9,548",16,dn0000,zm,</p>,5,False,6,
1615,20,CUN,0,np00000,<p>,sp000,3,True,6,
1615,20,a,4,sp000,np00000,np00000,1,False,6,
1615,20,Miami,6,np00000,sp000,fg,5,False,6,
1615,20,–,12,fg,np00000,zm,1,False,6,
1615,20,$,14,zm,fg,dn0000,1,False,6,
1615,20,"2,569",15,dn0000,zm,</p>,5,False,6,
1616,29,Montreal,0,np00000,<p>,sp000,8,False,6,
1616,29,a,6,sp000,np00000,np00000,1,False,6,
1616,29,Reikiavik,11,np00000,sp000,fg,9,False,6,
1616,29,–,21,fg,np00000,zm,1,False,6,
1616,29,$,23,zm,fg,dn0000,1,False,6,
1616,29,"5,867",24,dn0000,zm,</p>,5,False,6,
1617,37,CDMX,0,vmis000,<p>,sp000,4,True,10,
1617,37,a,5,sp000,vmis000,np00000,1,False,10,
1617,37,San,7,np00000,sp000,np00000,3,False,10,
1617,37,Juan,11,np00000,np00000,fc,4,False,10,
1617,37,",",15,fc,np00000,np00000,1,False,10,
1617,37,Puerto,17,np00000,fc,np00000,6,False,10,
1617,37,Rico,24,np00000,np00000,fg,4,False,10,
1617,37,–,29,fg,np00000,zm,1,False,10,
1617,37,$,31,zm,fg,dn0000,1,False,10,
1617,37,"5,218",32,dn0000,zm,</p>,5,False,10,
1618,31,CDMX,0,vmis000,<p>,sp000,4,True,7,
1618,31,a,5,sp000,vmis000,np00000,1,False,7,
1618,31,Islas,7,np00000,sp000,np00000,5,False,7,
1618,31,Galápagos,13,np00000,np00000,fg,9,False,7,
1618,31,–,23,fg,np00000,zm,1,False,7,
1618,31,$,25,zm,fg,dn0000,1,False,7,
1618,31,"5,588",26,dn0000,zm,</p>,5,False,7,
1619,64,Mix,0,np00000,<p>,fd,3,False,18,
1619,64,:,3,fd,np00000,vmm0000,1,False,18,
1619,64,Vuelos,5,vmm0000,fd,cc,6,False,18,
1619,64,+,12,cc,vmm0000,z0,1,False,18,
1619,64,9,14,z0,cc,nc0p000,1,False,18,
1619,64,días,16,nc0p000,z0,fc,4,False,18,
1619,64,",",20,fc,nc0p000,dn0000,1,False,18,
1619,64,6,22,dn0000,fc,nc0p000,1,False,18,
1619,64,noches,24,nc0p000,dn0000,sp000,6,False,18,
1619,64,de,31,sp000,nc0p000,nc0s000,2,False,18,
1619,64,hotel,34,nc0s000,sp000,fp,5,False,18,
1619,64,.,39,fp,nc0s000,vmis000,1,False,18,
1619,64,CDMX,41,vmis000,fp,sp000,4,True,18,
1619,64,a,18,sp000,vmis000,np00000,1,False,18,
1619,64,Madrid,48,np00000,sp000,fg,6,False,18,
1619,64,–,55,fg,np00000,zm,1,False,18,
1619,64,$,57,zm,fg,dn0000,1,False,18,
1619,64,"15,807",58,dn0000,zm,</p>,6,False,18,
1620,35,CDMX,0,np00000,<p>,cc,4,True,10,
1620,35,y,5,cc,np00000,np00000,1,False,10,
1620,35,GDL,7,np00000,cc,sp000,3,True,10,
1620,35,a,11,sp000,np00000,np00000,1,False,10,
1620,35,Osaka,13,np00000,sp000,fc,5,False,10,
1620,35,",",18,fc,np00000,np00000,1,False,10,
1620,35,Japón,20,np00000,fc,fg,5,False,10,
1620,35,–,26,fg,np00000,zm,1,False,10,
1620,35,$,28,zm,fg,z0,1,False,10,
1620,35,"10,916",29,z0,zm,</p>,6,False,10,
1621,38,CDMX,0,vmis000,<p>,sp000,4,True,8,
1621,38,a,5,sp000,vmis000,np00000,1,False,8,
1621,38,Barranquilla,7,np00000,sp000,fc,12,False,8,
1621,38,",",19,fc,np00000,np00000,1,False,8,
1621,38,Colombia,21,np00000,fc,fg,8,False,8,
1621,38,–,30,fg,np00000,zm,1,False,8,
1621,38,$,32,zm,fg,dn0000,1,False,8,
1621,38,"3,671",33,dn0000,zm,</p>,5,False,8,
1622,26,Mérida,0,np00000,<p>,sp000,6,False,6,
1622,26,a,5,sp000,np00000,np00000,1,False,6,
1622,26,Honolulú,9,np00000,sp000,fg,8,False,6,
1622,26,–,18,fg,np00000,zm,1,False,6,
1622,26,$,20,zm,fg,dn0000,1,False,6,
1622,26,"7,761",21,dn0000,zm,</p>,5,False,6,
1623,95,Mix,0,np00000,<p>,fd,3,False,30,
1623,95,:,3,fd,np00000,vmm0000,1,False,30,
1623,95,Vuelos,5,vmm0000,fd,rg,6,False,30,
1623,95,+,12,rg,vmm0000,z0,1,False,30,
1623,95,4,14,z0,rg,nc0p000,1,False,30,
1623,95,días,16,nc0p000,z0,fc,4,False,30,
1623,95,",",20,fc,nc0p000,rg,1,False,30,
1623,95,3,22,rg,fc,nc0p000,1,False,30,
1623,95,noches,24,nc0p000,rg,sp000,6,False,30,
1623,95,de,31,sp000,nc0p000,nc0s000,2,False,30,
1623,95,hotel,34,nc0s000,sp000,fp,5,False,30,
1623,95,.,39,fp,nc0s000,np00000,1,False,30,
1623,95,CDMX,41,np00000,fp,fc,4,True,30,
1623,95,",",20,fc,np00000,np00000,1,False,30,
1623,95,GDL,47,np00000,fc,fc,3,True,30,
1623,95,",",20,fc,np00000,np00000,1,False,30,
1623,95,MTY,52,np00000,fc,fc,3,True,30,
1623,95,",",20,fc,np00000,np00000,1,False,30,
1623,95,SLP,57,np00000,fc,fc,3,True,30,
1623,95,",",20,fc,np00000,np00000,1,False,30,
1623,95,León,62,np00000,fc,fc,4,False,30,
1623,95,",",20,fc,np00000,np00000,1,False,30,
1623,95,QRO,68,np00000,fc,cc,3,True,30,
1623,95,y,72,cc,np00000,vmn0000,1,False,30,
1623,95,VER,74,vmn0000,cc,sp000,3,True,30,
1623,95,a,18,sp000,vmn0000,np00000,1,False,30,
1623,95,Cancún,80,np00000,sp000,fg,6,False,30,
1623,95,–,87,fg,np00000,zm,1,False,30,
1623,95,$,89,zm,fg,dn0000,1,False,30,
1623,95,"3,348",90,dn0000,zm,</p>,5,False,30,
1624,22,CUN,0,np00000,<p>,sp000,3,True,6,
1624,22,a,4,sp000,np00000,np00000,1,False,6,
1624,22,Bélgica,6,np00000,sp000,fg,7,False,6,
1624,22,–,14,fg,np00000,zm,1,False,6,
1624,22,$,16,zm,fg,dn0000,1,False,6,
1624,22,"8,530",17,dn0000,zm,</p>,5,False,6,
1625,45,CDMX,0,np00000,<p>,fc,4,True,14,
1625,45,",",4,fc,np00000,np00000,1,False,14,
1625,45,GDL,6,np00000,fc,fc,3,True,14,
1625,45,",",4,fc,np00000,np00000,1,False,14,
1625,45,MTY,11,np00000,fc,fc,3,True,14,
1625,45,",",4,fc,np00000,np00000,1,False,14,
1625,45,CUN,16,np00000,fc,cc,3,True,14,
1625,45,y,20,cc,np00000,rg,1,False,14,
1625,45,más,22,rg,cc,sp000,3,False,14,
