offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,real_label
0,44,¡,0,faa,<p>,np00000,1,FALSE,11,n
0,44,CUN,1,np00000,faa,sp000,3,TRUE,11,o
0,44,a,5,sp000,np00000,np00000,1,FALSE,11,s
0,44,Ámsterdam,7,np00000,sp000,zm,9,FALSE,11,d
0,44,$,17,zm,np00000,dn0000,1,FALSE,11,n
0,44,"8,960",18,dn0000,zm,fat,5,FALSE,11,p
0,44,!,23,fat,dn0000,sp000,1,FALSE,11,n
0,44,Sin,25,sp000,fat,nc0s000,3,FALSE,11,n
0,44,escala,29,nc0s000,sp000,sp000,6,FALSE,11,n
0,44,en,36,sp000,nc0s000,np00000,2,FALSE,11,n
0,44,EE.UU,39,np00000,sp000,</p>,5,FALSE,11,n
1,31,¡,0,faa,<p>,np00000,1,FALSE,8,n
1,31,CUN,1,np00000,faa,sp000,3,TRUE,8,o
1,31,a,5,sp000,np00000,np00000,1,FALSE,8,s
1,31,Bélgica,7,np00000,sp000,zm,7,FALSE,8,d
1,31,$,15,zm,np00000,dn0000,1,FALSE,8,n
1,31,"9,337",16,dn0000,zm,fat,5,FALSE,8,p
1,31,!,21,fat,dn0000,np00000,1,FALSE,8,n
1,31,Directos,23,np00000,fat,</p>,8,FALSE,8,n
2,29,¡,0,faa,<p>,np00000,1,FALSE,8,n
2,29,CDMX,1,np00000,faa,sp000,4,TRUE,8,o
2,29,a,6,sp000,np00000,np00000,1,FALSE,8,s
2,29,Punta,8,np00000,sp000,np00000,5,FALSE,8,d
2,29,Arenas,14,np00000,np00000,zm,6,FALSE,8,d
2,29,$,21,zm,np00000,dn0000,1,FALSE,8,n
2,29,"10,467",22,dn0000,zm,fat,6,FALSE,8,p
2,29,!,28,fat,dn0000,</p>,1,FALSE,8,n
3,90,¡,0,faa,<p>,np00000,1,FALSE,22,n
3,90,CDMX,1,np00000,faa,sp000,4,TRUE,22,o
3,90,a,6,sp000,np00000,np00000,1,FALSE,22,s
3,90,Marrakech,8,np00000,sp000,fc,9,FALSE,22,d
3,90,",",17,fc,np00000,np00000,1,FALSE,22,d
3,90,Marruecos,19,np00000,fc,fg,9,FALSE,22,d
3,90,-,28,fg,np00000,zm,1,FALSE,22,n
3,90,$,30,zm,fg,z0,1,FALSE,22,n
3,90,"14,688",31,z0,zm,fat,6,FALSE,22,p
3,90,!,37,fat,z0,np00000,1,FALSE,22,n
3,90,(,39,np00000,fat,sp000,1,FALSE,22,n
3,90,Por,40,sp000,np00000,nc0p000,3,FALSE,22,n
3,90,$,30,nc0p000,sp000,dn0000,1,FALSE,22,n
3,90,"2,672",45,dn0000,nc0p000,vmip000,5,FALSE,22,n
3,90,agrega,51,vmip000,dn0000,dn0000,6,FALSE,22,n
3,90,6,34,dn0000,vmip000,nc0p000,1,FALSE,22,n
3,90,noches,60,nc0p000,dn0000,sp000,6,FALSE,22,n
3,90,de,67,sp000,nc0p000,nc0s000,2,FALSE,22,n
3,90,hotel,70,nc0s000,sp000,sp000,5,FALSE,22,n
3,90,con,76,sp000,nc0s000,nc0p000,3,FALSE,22,n
3,90,desayunos,80,nc0p000,sp000,nc0s000,9,FALSE,22,n
3,90,),89,nc0s000,nc0p000,</p>,1,FALSE,22,n
4,75,¡,0,faa,<p>,di0000,1,FALSE,19,n
4,75,Todo,1,di0000,faa,np00000,4,FALSE,19,o
4,75,México,6,np00000,di0000,sp000,6,FALSE,19,o
4,75,a,13,sp000,np00000,np00000,1,FALSE,19,s
4,75,Amsterdam,15,np00000,sp000,dn0000,9,FALSE,19,d
4,75,🇳🇱,25,dn0000,np00000,zm,2,FALSE,19,f
4,75,$,28,zm,dn0000,z0,1,FALSE,19,n
4,75,"11,974",29,z0,zm,fat,6,FALSE,19,p
4,75,!,35,fat,z0,np00000,1,FALSE,19,n
4,75,(,37,np00000,fat,sp000,1,FALSE,19,n
4,75,Por,38,sp000,np00000,nc0p000,3,FALSE,19,n
4,75,$,28,nc0p000,sp000,dn0000,1,FALSE,19,n
4,75,"2,930",43,dn0000,nc0p000,vmip000,5,FALSE,19,n
4,75,agrega,49,vmip000,dn0000,dn0000,6,FALSE,19,n
4,75,6,56,dn0000,vmip000,nc0p000,1,FALSE,19,n
4,75,noches,58,nc0p000,dn0000,sp000,6,FALSE,19,n
4,75,de,65,sp000,nc0p000,nc0s000,2,FALSE,19,n
4,75,hostal,68,nc0s000,sp000,word,6,FALSE,19,n
4,75,),74,word,nc0s000,</p>,1,FALSE,19,n
5,73,¡,0,faa,<p>,np00000,1,FALSE,19,n
5,73,GDL,1,np00000,faa,sp000,3,TRUE,19,o
5,73,a,5,sp000,np00000,da0000,1,FALSE,19,s
