offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,real_label
1200,25,Canadá,0,np00000,<p>,sp000,6,FALSE,6,
1200,25,a,1,sp000,np00000,np00000,1,FALSE,6,
1200,25,Francia,9,np00000,sp000,fg,7,FALSE,6,
1200,25,–,17,fg,np00000,zm,1,FALSE,6,
1200,25,$,19,zm,fg,dn0000,1,FALSE,6,
1200,25,"5,499",20,dn0000,zm,</p>,5,FALSE,6,
1201,32,CDMX,0,vmis000,<p>,sp000,4,TRUE,7,
1201,32,a,5,sp000,vmis000,np00000,1,FALSE,7,
1201,32,Puerto,7,np00000,sp000,aq0000,6,FALSE,7,
1201,32,Escondido,14,aq0000,np00000,fg,9,FALSE,7,
1201,32,–,24,fg,aq0000,nc0p000,1,FALSE,7,
1201,32,$,26,nc0p000,fg,w,1,FALSE,7,
1201,32,"1,150",27,w,nc0p000,</p>,5,FALSE,7,
1202,22,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
1202,22,a,5,sp000,vmis000,np00000,1,FALSE,6,
1202,22,Japón,7,np00000,sp000,fg,5,FALSE,6,
1202,22,–,13,fg,np00000,zm,1,FALSE,6,
1202,22,$,15,zm,fg,dn0000,1,FALSE,6,
1202,22,"10,912",16,dn0000,zm,</p>,6,FALSE,6,
1203,26,Canadá,0,np00000,<p>,sp000,6,FALSE,6,
1203,26,a,1,sp000,np00000,np00000,1,FALSE,6,
1203,26,Islandia,9,np00000,sp000,fg,8,FALSE,6,
1203,26,–,18,fg,np00000,zm,1,FALSE,6,
1203,26,$,20,zm,fg,dn0000,1,FALSE,6,
1203,26,"4,247",21,dn0000,zm,</p>,5,FALSE,6,
1204,40,CUN,0,np00000,<p>,sp000,3,TRUE,10,
1204,40,a,4,sp000,np00000,np00000,1,FALSE,10,
1204,40,Madrid,6,np00000,sp000,fg,6,FALSE,10,
1204,40,–,13,fg,np00000,zm,1,FALSE,10,
1204,40,$,15,zm,fg,dn0000,1,FALSE,10,
1204,40,"10,320",16,dn0000,zm,faa,6,FALSE,10,
1204,40,¡,23,faa,dn0000,np00000,1,FALSE,10,
1204,40,Vuelos,24,np00000,faa,aq0000,6,FALSE,10,
1204,40,directos,31,aq0000,np00000,fat,8,FALSE,10,
1204,40,!,39,fat,aq0000,</p>,1,FALSE,10,
1205,43,CDMX,0,vmis000,<p>,sp000,4,TRUE,10,
1205,43,a,5,sp000,vmis000,np00000,1,FALSE,10,
1205,43,Vancouver,7,np00000,sp000,fg,9,FALSE,10,
1205,43,–,17,fg,np00000,zm,1,FALSE,10,
1205,43,$,19,zm,fg,dn0000,1,FALSE,10,
1205,43,"5,036",20,dn0000,zm,faa,5,FALSE,10,
1205,43,¡,26,faa,dn0000,np00000,1,FALSE,10,
1205,43,Vuelos,27,np00000,faa,aq0000,6,FALSE,10,
1205,43,directos,34,aq0000,np00000,fat,8,FALSE,10,
1205,43,!,42,fat,aq0000,</p>,1,FALSE,10,
1206,27,CDMX,0,vmis000,<p>,sp000,4,TRUE,7,
1206,27,a,5,sp000,vmis000,np00000,1,FALSE,7,
1206,27,Puerto,7,np00000,sp000,np00000,6,FALSE,7,
1206,27,Rico,14,np00000,np00000,fg,4,FALSE,7,
1206,27,–,19,fg,np00000,zm,1,FALSE,7,
1206,27,$,21,zm,fg,z0,1,FALSE,7,
1206,27,"4,728",22,z0,zm,</p>,5,FALSE,7,
1207,41,CDMX,0,vmis000,<p>,sp000,4,TRUE,10,
1207,41,a,5,sp000,vmis000,np00000,1,FALSE,10,
1207,41,Calgary,7,np00000,sp000,fg,7,FALSE,10,
1207,41,–,15,fg,np00000,zm,1,FALSE,10,
1207,41,$,17,zm,fg,w,1,FALSE,10,
1207,41,"5,513",18,w,zm,faa,5,FALSE,10,
1207,41,¡,24,faa,w,np00000,1,FALSE,10,
1207,41,Vuelos,25,np00000,faa,aq0000,6,FALSE,10,
1207,41,directos,32,aq0000,np00000,fat,8,FALSE,10,
1207,41,!,40,fat,aq0000,</p>,1,FALSE,10,
1208,28,CUN,0,np00000,<p>,cc,3,TRUE,8,
1208,28,y,4,cc,np00000,np00000,1,FALSE,8,
1208,28,CDMX,6,np00000,cc,sp000,4,TRUE,8,
1208,28,a,11,sp000,np00000,np00000,1,FALSE,8,
1208,28,Baréin,13,np00000,sp000,fg,6,FALSE,8,
1208,28,–,20,fg,np00000,zm,1,FALSE,8,
1208,28,$,22,zm,fg,dn0000,1,FALSE,8,
1208,28,"8,989",23,dn0000,zm,</p>,5,FALSE,8,
1209,42,CUN,0,np00000,<p>,sp000,3,TRUE,10,
1209,42,a,4,sp000,np00000,np00000,1,FALSE,10,
1209,42,Alemania,6,np00000,sp000,fg,8,FALSE,10,
1209,42,–,15,fg,np00000,zm,1,FALSE,10,
1209,42,$,17,zm,fg,dn0000,1,FALSE,10,
1209,42,"10,168",18,dn0000,zm,faa,6,FALSE,10,
1209,42,¡,25,faa,dn0000,np00000,1,FALSE,10,
1209,42,Vuelos,26,np00000,faa,aq0000,6,FALSE,10,
1209,42,directos,33,aq0000,np00000,fat,8,FALSE,10,
1209,42,!,41,fat,aq0000,</p>,1,FALSE,10,
1210,23,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
1210,23,a,5,sp000,vmis000,np00000,1,FALSE,6,
1210,23,Kuwait,7,np00000,sp000,fg,6,FALSE,6,
1210,23,–,14,fg,np00000,zm,1,FALSE,6,
1210,23,$,16,zm,fg,dn0000,1,FALSE,6,
1210,23,"10,575",17,dn0000,zm,</p>,6,FALSE,6,
1211,25,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
1211,25,a,5,sp000,vmis000,np00000,1,FALSE,6,
1211,25,Guatemala,7,np00000,sp000,fg,9,FALSE,6,
1211,25,–,17,fg,np00000,zm,1,FALSE,6,
1211,25,$,19,zm,fg,dn0000,1,FALSE,6,
1211,25,"3,512",20,dn0000,zm,</p>,5,FALSE,6,
1212,25,CUN,0,np00000,<p>,cc,3,TRUE,8,
1212,25,y,4,cc,np00000,np00000,1,FALSE,8,
1212,25,CDMX,6,np00000,cc,sp000,4,TRUE,8,
1212,25,a,11,sp000,np00000,np00000,1,FALSE,8,
1212,25,NYC,13,np00000,sp000,fg,3,TRUE,8,
1212,25,–,17,fg,np00000,zm,1,FALSE,8,
1212,25,$,19,zm,fg,dn0000,1,FALSE,8,
1212,25,"4,137",20,dn0000,zm,</p>,5,FALSE,8,
1213,22,CUN,0,np00000,<p>,sp000,3,TRUE,6,
1213,22,a,4,sp000,np00000,np00000,1,FALSE,6,
1213,22,Bélgica,6,np00000,sp000,fg,7,FALSE,6,
1213,22,–,14,fg,np00000,zm,1,FALSE,6,
